0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 1, 0, 10, 2
0, 1, 5, 73, 6
1, 4, 2, 69, 22
7, 3, 19, 18, 77
11, 24, 32, 9, 35
28, 42, 34, 3, 10
42, 63, 31, 1, 4
58, 77, 0, 0, 2
60, 77, 3, 0, 1
42, 42, 1, 0, 1
7, 10, 0, 0, 0
8, 7, 0, 0, 0
3, 3, 0, 0, 0
1, 1, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 5, 2
0, 1, 4, 39, 5
1, 4, 11, 44, 4
7, 4, 11, 4, 30
8, 24, 27, 6, 16
23, 39, 31, 3, 9
35, 60, 31, 1, 5
48, 80, 11, 0, 2
55, 85, 5, 0, 1
44, 60, 2, 0, 1
11, 21, 0, 0, 0
8, 11, 0, 0, 0
4, 4, 0, 0, 0
1, 1, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 0, 0, 0, 1
0, 1, 0, 0, 1
0, 1, 0, 10, 3
0, 2, 8, 60, 8
4, 8, 3, 42, 42
0, 10, 23, 11, 42
14, 30, 35, 5, 6
30, 46, 37, 2, 7
42, 63, 31, 0, 4
55, 77, 10, 0, 2
53, 69, 2, 0, 1
31, 30, 1, 0, 1
11, 12, 0, 0, 0
5, 5, 0, 0, 0
2, 2, 0, 0, 0
0, 1, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 1
0, 1, 0, 0, 1
0, 1, 0, 7, 2
0, 1, 5, 55, 6
2, 4, 12, 55, 15
8, 3, 18, 9, 39
11, 24, 34, 7, 19
30, 44, 37, 3, 9
46, 63, 34, 1, 4
60, 85, 6, 0, 2
63, 85, 4, 0, 1
46, 55, 1, 0, 1
11, 14, 0, 0, 0
8, 8, 0, 0, 0
4, 4, 0, 0, 0
1, 1, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 1, 0, 0, 0
0, 1, 0, 2, 1
0, 1, 1, 26, 4
1, 3, 10, 48, 12
7, 12, 6, 9, 34
13, 23, 21, 6, 11
35, 40, 28, 3, 8
55, 58, 27, 1, 4
66, 77, 6, 0, 2
66, 85, 5, 0, 1
55, 63, 2, 0, 1
20, 26, 0, 0, 0
9, 12, 0, 0, 0
4, 4, 0, 0, 0
1, 1, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
